periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Total under five Diarrhoea cases reported
202106,June 2021,202106,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1802.0
202106,June 2021,202106,,JsH2bnvNt2d,Tana River County,KE_County_4,,1429.0
202106,June 2021,202106,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,662.0
202106,June 2021,202106,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1789.0
202106,June 2021,202106,,kphDeKClFch,Turkana County,KE_County_23,,6518.0
202106,June 2021,202106,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,6029.0
202106,June 2021,202106,,sANMZ3lpqGs,Vihiga County,KE_County_38,,631.0
202106,June 2021,202106,,CeLsrJOH0g9,Wajir County,KE_County_8,,2453.0
202106,June 2021,202106,,XWALbfAPa6n,West Pokot County,KE_County_24,,2474.0
202107,July 2021,202107,,vvOK1BxTbet,Baringo County,KE_County_30,,2387.0
202107,July 2021,202107,,HMNARUV2CW4,Bomet County,KE_County_36,,3075.0
202107,July 2021,202107,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2037.0
202107,July 2021,202107,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1576.0
202107,July 2021,202107,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1992.0
202107,July 2021,202107,,PFu8alU2KWG,Embu County,KE_County_14,,783.0
202107,July 2021,202107,,uyOrcHZBpW0,Garissa County,KE_County_7,,1722.0
202107,July 2021,202107,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1813.0
202107,July 2021,202107,,bzOfj0iwfDH,Isiolo County,KE_County_11,,850.0
202107,July 2021,202107,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2986.0
202107,July 2021,202107,,BjC1xL40gHo,Kakamega County,KE_County_37,,3333.0
202107,July 2021,202107,,ihZsJ8alvtb,Kericho County,KE_County_35,,2058.0
202107,July 2021,202107,,qKzosKQPl6G,Kiambu County,KE_County_22,,4406.0
202107,July 2021,202107,,nrI2khZx3d0,Kilifi County,KE_County_3,,8711.0
202107,July 2021,202107,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1742.0
202107,July 2021,202107,,sPkRcDvhGWA,Kisii County,KE_County_45,,2137.0
202107,July 2021,202107,,tAbBVBbueqD,Kisumu County,KE_County_42,,2432.0
202107,July 2021,202107,,j8o6iO4Njsi,Kitui County,KE_County_15,,1696.0
202107,July 2021,202107,,N7YETT3A9r1,Kwale County,KE_County_2,,2731.0
202107,July 2021,202107,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1407.0
202107,July 2021,202107,,NjWSbQTwys4,Lamu County,KE_County_5,,789.0
202107,July 2021,202107,,yhCUgGcCcOo,Machakos County,KE_County_16,,2756.0
202107,July 2021,202107,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1784.0
202107,July 2021,202107,,R6f9znhg37c,Mandera County,KE_County_9,,4287.0
202107,July 2021,202107,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1764.0
202107,July 2021,202107,,Y52XNJ50hYb,Meru County,KE_County_12,,1421.0
202107,July 2021,202107,,fVra3Pwta0Q,Migori County,KE_County_44,,3070.0
202107,July 2021,202107,,wsBsC6gjHvn,Mombasa County,KE_County_1,,4525.0
202107,July 2021,202107,,ahwTMNAJvrL,Muranga County,KE_County_21,,1338.0
202107,July 2021,202107,,jkG3zaihdSs,Nairobi County,KE_County_47,,8798.0
202107,July 2021,202107,,ob6SxuRcqU4,Nakuru County,KE_County_32,,5868.0
202107,July 2021,202107,,t0J75eHKxz5,Nandi County,KE_County_29,,1860.0
202107,July 2021,202107,,kqJ83J2D72s,Narok County,KE_County_33,,1809.0
202107,July 2021,202107,,uepLTG8wGWJ,Nyamira County,KE_County_46,,841.0
202107,July 2021,202107,,mYZacFNIB3h,Nyandarua County,KE_County_18,,814.0
202107,July 2021,202107,,ptWVfaCIdVx,Nyeri County,KE_County_19,,900.0
202107,July 2021,202107,,o36zCRjSd4G,Samburu County,KE_County_25,,1711.0
202107,July 2021,202107,,u4t9H8XyU9P,Siaya County,KE_County_41,,1866.0
202107,July 2021,202107,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1174.0
202107,July 2021,202107,,JsH2bnvNt2d,Tana River County,KE_County_4,,1924.0
202107,July 2021,202107,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,599.0
202107,July 2021,202107,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1502.0
202107,July 2021,202107,,kphDeKClFch,Turkana County,KE_County_23,,5901.0
202107,July 2021,202107,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4397.0
202107,July 2021,202107,,sANMZ3lpqGs,Vihiga County,KE_County_38,,635.0
202107,July 2021,202107,,CeLsrJOH0g9,Wajir County,KE_County_8,,2054.0
202107,July 2021,202107,,XWALbfAPa6n,West Pokot County,KE_County_24,,2334.0
202108,August 2021,202108,,vvOK1BxTbet,Baringo County,KE_County_30,,2465.0
202108,August 2021,202108,,HMNARUV2CW4,Bomet County,KE_County_36,,2682.0
202108,August 2021,202108,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2906.0
202108,August 2021,202108,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1539.0
202108,August 2021,202108,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1849.0
202108,August 2021,202108,,PFu8alU2KWG,Embu County,KE_County_14,,1180.0
202108,August 2021,202108,,uyOrcHZBpW0,Garissa County,KE_County_7,,1995.0
202108,August 2021,202108,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2178.0
202108,August 2021,202108,,bzOfj0iwfDH,Isiolo County,KE_County_11,,884.0
202108,August 2021,202108,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2982.0
202108,August 2021,202108,,BjC1xL40gHo,Kakamega County,KE_County_37,,3290.0
202108,August 2021,202108,,ihZsJ8alvtb,Kericho County,KE_County_35,,2821.0
202108,August 2021,202108,,qKzosKQPl6G,Kiambu County,KE_County_22,,5322.0
202108,August 2021,202108,,nrI2khZx3d0,Kilifi County,KE_County_3,,9181.0
202108,August 2021,202108,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1740.0
202108,August 2021,202108,,sPkRcDvhGWA,Kisii County,KE_County_45,,2506.0
202108,August 2021,202108,,tAbBVBbueqD,Kisumu County,KE_County_42,,3061.0
202108,August 2021,202108,,j8o6iO4Njsi,Kitui County,KE_County_15,,2053.0
202108,August 2021,202108,,N7YETT3A9r1,Kwale County,KE_County_2,,3404.0
202108,August 2021,202108,,xuFdFy6t9AH,Laikipia County,KE_County_31,,796.0
202108,August 2021,202108,,NjWSbQTwys4,Lamu County,KE_County_5,,1010.0
202108,August 2021,202108,,yhCUgGcCcOo,Machakos County,KE_County_16,,2662.0
202108,August 2021,202108,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2123.0
202108,August 2021,202108,,R6f9znhg37c,Mandera County,KE_County_9,,4493.0
202108,August 2021,202108,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1658.0
202108,August 2021,202108,,Y52XNJ50hYb,Meru County,KE_County_12,,1567.0
202108,August 2021,202108,,fVra3Pwta0Q,Migori County,KE_County_44,,4119.0
202108,August 2021,202108,,wsBsC6gjHvn,Mombasa County,KE_County_1,,4311.0
202108,August 2021,202108,,ahwTMNAJvrL,Muranga County,KE_County_21,,1612.0
202108,August 2021,202108,,jkG3zaihdSs,Nairobi County,KE_County_47,,9574.0
202108,August 2021,202108,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6610.0
202108,August 2021,202108,,t0J75eHKxz5,Nandi County,KE_County_29,,1837.0
202108,August 2021,202108,,kqJ83J2D72s,Narok County,KE_County_33,,2026.0
202108,August 2021,202108,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1061.0
202108,August 2021,202108,,mYZacFNIB3h,Nyandarua County,KE_County_18,,944.0
202108,August 2021,202108,,ptWVfaCIdVx,Nyeri County,KE_County_19,,973.0
202108,August 2021,202108,,o36zCRjSd4G,Samburu County,KE_County_25,,1557.0
202108,August 2021,202108,,u4t9H8XyU9P,Siaya County,KE_County_41,,2831.0
202108,August 2021,202108,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1074.0
202108,August 2021,202108,,JsH2bnvNt2d,Tana River County,KE_County_4,,1915.0
202108,August 2021,202108,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,851.0
202108,August 2021,202108,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1316.0
202108,August 2021,202108,,kphDeKClFch,Turkana County,KE_County_23,,6265.0
202108,August 2021,202108,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4132.0
202108,August 2021,202108,,sANMZ3lpqGs,Vihiga County,KE_County_38,,653.0
202108,August 2021,202108,,CeLsrJOH0g9,Wajir County,KE_County_8,,2222.0
202108,August 2021,202108,,XWALbfAPa6n,West Pokot County,KE_County_24,,1948.0
202109,September 2021,202109,,vvOK1BxTbet,Baringo County,KE_County_30,,2411.0
202109,September 2021,202109,,HMNARUV2CW4,Bomet County,KE_County_36,,2303.0
202109,September 2021,202109,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2615.0
202109,September 2021,202109,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1858.0
202109,September 2021,202109,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1557.0
202109,September 2021,202109,,PFu8alU2KWG,Embu County,KE_County_14,,1113.0
202109,September 2021,202109,,uyOrcHZBpW0,Garissa County,KE_County_7,,1896.0
202109,September 2021,202109,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1237.0
202109,September 2021,202109,,bzOfj0iwfDH,Isiolo County,KE_County_11,,925.0
202109,September 2021,202109,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3481.0
202109,September 2021,202109,,BjC1xL40gHo,Kakamega County,KE_County_37,,3147.0
202109,September 2021,202109,,ihZsJ8alvtb,Kericho County,KE_County_35,,9729.0
202109,September 2021,202109,,qKzosKQPl6G,Kiambu County,KE_County_22,,5607.0
202109,September 2021,202109,,nrI2khZx3d0,Kilifi County,KE_County_3,,6971.0
202109,September 2021,202109,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1665.0
202109,September 2021,202109,,sPkRcDvhGWA,Kisii County,KE_County_45,,2574.0
202109,September 2021,202109,,tAbBVBbueqD,Kisumu County,KE_County_42,,3670.0
202109,September 2021,202109,,j8o6iO4Njsi,Kitui County,KE_County_15,,1788.0
202109,September 2021,202109,,N7YETT3A9r1,Kwale County,KE_County_2,,3319.0
202109,September 2021,202109,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1445.0
202109,September 2021,202109,,NjWSbQTwys4,Lamu County,KE_County_5,,878.0
202109,September 2021,202109,,yhCUgGcCcOo,Machakos County,KE_County_16,,2861.0
202109,September 2021,202109,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2316.0
202109,September 2021,202109,,R6f9znhg37c,Mandera County,KE_County_9,,4412.0
202109,September 2021,202109,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1738.0
202109,September 2021,202109,,Y52XNJ50hYb,Meru County,KE_County_12,,1486.0
202109,September 2021,202109,,fVra3Pwta0Q,Migori County,KE_County_44,,3750.0
202109,September 2021,202109,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3100.0
202109,September 2021,202109,,ahwTMNAJvrL,Muranga County,KE_County_21,,1331.0
202109,September 2021,202109,,jkG3zaihdSs,Nairobi County,KE_County_47,,3163057.0
202109,September 2021,202109,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6135.0
202109,September 2021,202109,,t0J75eHKxz5,Nandi County,KE_County_29,,1552.0
202109,September 2021,202109,,kqJ83J2D72s,Narok County,KE_County_33,,2301.0
202109,September 2021,202109,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1270.0
202109,September 2021,202109,,mYZacFNIB3h,Nyandarua County,KE_County_18,,964.0
202109,September 2021,202109,,ptWVfaCIdVx,Nyeri County,KE_County_19,,935.0
202109,September 2021,202109,,o36zCRjSd4G,Samburu County,KE_County_25,,1835.0
202109,September 2021,202109,,u4t9H8XyU9P,Siaya County,KE_County_41,,1497.0
202109,September 2021,202109,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,714.0
202109,September 2021,202109,,JsH2bnvNt2d,Tana River County,KE_County_4,,1575.0
202109,September 2021,202109,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,951.0
202109,September 2021,202109,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1127.0
202109,September 2021,202109,,kphDeKClFch,Turkana County,KE_County_23,,5840.0
202109,September 2021,202109,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3600.0
202109,September 2021,202109,,sANMZ3lpqGs,Vihiga County,KE_County_38,,668.0
202109,September 2021,202109,,CeLsrJOH0g9,Wajir County,KE_County_8,,2349.0
202109,September 2021,202109,,XWALbfAPa6n,West Pokot County,KE_County_24,,2451.0
202110,October 2021,202110,,vvOK1BxTbet,Baringo County,KE_County_30,,2290.0
202110,October 2021,202110,,HMNARUV2CW4,Bomet County,KE_County_36,,2384.0
202110,October 2021,202110,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2115.0
202110,October 2021,202110,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1664.0
202110,October 2021,202110,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1468.0
202110,October 2021,202110,,PFu8alU2KWG,Embu County,KE_County_14,,580.0
202110,October 2021,202110,,uyOrcHZBpW0,Garissa County,KE_County_7,,1988.0
202110,October 2021,202110,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1712.0
202110,October 2021,202110,,bzOfj0iwfDH,Isiolo County,KE_County_11,,891.0
202110,October 2021,202110,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3343.0
202110,October 2021,202110,,BjC1xL40gHo,Kakamega County,KE_County_37,,2786.0
202110,October 2021,202110,,ihZsJ8alvtb,Kericho County,KE_County_35,,1617.0
202110,October 2021,202110,,qKzosKQPl6G,Kiambu County,KE_County_22,,5267.0
202110,October 2021,202110,,nrI2khZx3d0,Kilifi County,KE_County_3,,6704.0
202110,October 2021,202110,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1499.0
202110,October 2021,202110,,sPkRcDvhGWA,Kisii County,KE_County_45,,2235.0
202110,October 2021,202110,,tAbBVBbueqD,Kisumu County,KE_County_42,,2362.0
202110,October 2021,202110,,j8o6iO4Njsi,Kitui County,KE_County_15,,1906.0
202110,October 2021,202110,,N7YETT3A9r1,Kwale County,KE_County_2,,2512.0
202110,October 2021,202110,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1415.0
202110,October 2021,202110,,NjWSbQTwys4,Lamu County,KE_County_5,,778.0
202110,October 2021,202110,,yhCUgGcCcOo,Machakos County,KE_County_16,,3322.0
202110,October 2021,202110,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2129.0
202110,October 2021,202110,,R6f9znhg37c,Mandera County,KE_County_9,,4503.0
202110,October 2021,202110,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1471.0
202110,October 2021,202110,,Y52XNJ50hYb,Meru County,KE_County_12,,1826.0
202110,October 2021,202110,,fVra3Pwta0Q,Migori County,KE_County_44,,2655.0
202110,October 2021,202110,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3433.0
202110,October 2021,202110,,ahwTMNAJvrL,Muranga County,KE_County_21,,1460.0
202110,October 2021,202110,,jkG3zaihdSs,Nairobi County,KE_County_47,,10232.0
202110,October 2021,202110,,ob6SxuRcqU4,Nakuru County,KE_County_32,,4986.0
202110,October 2021,202110,,t0J75eHKxz5,Nandi County,KE_County_29,,1323.0
202110,October 2021,202110,,kqJ83J2D72s,Narok County,KE_County_33,,2061.0
202110,October 2021,202110,,uepLTG8wGWJ,Nyamira County,KE_County_46,,909.0
202110,October 2021,202110,,mYZacFNIB3h,Nyandarua County,KE_County_18,,718.0
202110,October 2021,202110,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1146.0
202110,October 2021,202110,,o36zCRjSd4G,Samburu County,KE_County_25,,2049.0
202110,October 2021,202110,,u4t9H8XyU9P,Siaya County,KE_County_41,,1489.0
202110,October 2021,202110,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,886.0
202110,October 2021,202110,,JsH2bnvNt2d,Tana River County,KE_County_4,,1696.0
202110,October 2021,202110,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,812.0
202110,October 2021,202110,,mThvosEflAU,Trans Nzoia County,KE_County_26,,944.0
202110,October 2021,202110,,kphDeKClFch,Turkana County,KE_County_23,,5671.0
202110,October 2021,202110,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3338.0
202110,October 2021,202110,,sANMZ3lpqGs,Vihiga County,KE_County_38,,593.0
202110,October 2021,202110,,CeLsrJOH0g9,Wajir County,KE_County_8,,2443.0
202110,October 2021,202110,,XWALbfAPa6n,West Pokot County,KE_County_24,,2235.0
202111,November 2021,202111,,vvOK1BxTbet,Baringo County,KE_County_30,,2622.0
202111,November 2021,202111,,HMNARUV2CW4,Bomet County,KE_County_36,,3002.0
202111,November 2021,202111,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2382.0
202111,November 2021,202111,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1841.0
202111,November 2021,202111,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,2100.0
202111,November 2021,202111,,PFu8alU2KWG,Embu County,KE_County_14,,967.0
202111,November 2021,202111,,uyOrcHZBpW0,Garissa County,KE_County_7,,2468.0
202111,November 2021,202111,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1879.0
202111,November 2021,202111,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1151.0
202111,November 2021,202111,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3514.0
202111,November 2021,202111,,BjC1xL40gHo,Kakamega County,KE_County_37,,3582.0
202111,November 2021,202111,,ihZsJ8alvtb,Kericho County,KE_County_35,,2344.0
202111,November 2021,202111,,qKzosKQPl6G,Kiambu County,KE_County_22,,5961.0
202111,November 2021,202111,,nrI2khZx3d0,Kilifi County,KE_County_3,,8185.0
202111,November 2021,202111,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1783.0
202111,November 2021,202111,,sPkRcDvhGWA,Kisii County,KE_County_45,,2235.0
202111,November 2021,202111,,tAbBVBbueqD,Kisumu County,KE_County_42,,2684.0
202111,November 2021,202111,,j8o6iO4Njsi,Kitui County,KE_County_15,,2413.0
202111,November 2021,202111,,N7YETT3A9r1,Kwale County,KE_County_2,,3551.0
202111,November 2021,202111,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1692.0
202111,November 2021,202111,,NjWSbQTwys4,Lamu County,KE_County_5,,766.0
202111,November 2021,202111,,yhCUgGcCcOo,Machakos County,KE_County_16,,3353.0
202111,November 2021,202111,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2401.0
202111,November 2021,202111,,R6f9znhg37c,Mandera County,KE_County_9,,4946.0
202111,November 2021,202111,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1560.0
202111,November 2021,202111,,Y52XNJ50hYb,Meru County,KE_County_12,,2113.0
202111,November 2021,202111,,fVra3Pwta0Q,Migori County,KE_County_44,,2988.0
202111,November 2021,202111,,wsBsC6gjHvn,Mombasa County,KE_County_1,,4103.0
202111,November 2021,202111,,ahwTMNAJvrL,Muranga County,KE_County_21,,1733.0
202111,November 2021,202111,,jkG3zaihdSs,Nairobi County,KE_County_47,,11714.0
202111,November 2021,202111,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6121.0
202111,November 2021,202111,,t0J75eHKxz5,Nandi County,KE_County_29,,1583.0
202111,November 2021,202111,,kqJ83J2D72s,Narok County,KE_County_33,,2319.0
202111,November 2021,202111,,uepLTG8wGWJ,Nyamira County,KE_County_46,,883.0
202111,November 2021,202111,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1075.0
202111,November 2021,202111,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1639.0
202111,November 2021,202111,,o36zCRjSd4G,Samburu County,KE_County_25,,2439.0
202111,November 2021,202111,,u4t9H8XyU9P,Siaya County,KE_County_41,,3081.0
202111,November 2021,202111,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,832.0
202111,November 2021,202111,,JsH2bnvNt2d,Tana River County,KE_County_4,,2109.0
202111,November 2021,202111,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1355.0
202111,November 2021,202111,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1232.0
202111,November 2021,202111,,kphDeKClFch,Turkana County,KE_County_23,,4966.0
202111,November 2021,202111,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3931.0
202111,November 2021,202111,,sANMZ3lpqGs,Vihiga County,KE_County_38,,781.0
202111,November 2021,202111,,CeLsrJOH0g9,Wajir County,KE_County_8,,2435.0
202111,November 2021,202111,,XWALbfAPa6n,West Pokot County,KE_County_24,,2192.0
202112,December 2021,202112,,vvOK1BxTbet,Baringo County,KE_County_30,,2130.0
202112,December 2021,202112,,HMNARUV2CW4,Bomet County,KE_County_36,,3132.0
202112,December 2021,202112,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2949.0
202112,December 2021,202112,,Tvf1zgVZ0K4,Busia County,KE_County_40,,1638.0
202112,December 2021,202112,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1671.0
202112,December 2021,202112,,PFu8alU2KWG,Embu County,KE_County_14,,806.0
202112,December 2021,202112,,uyOrcHZBpW0,Garissa County,KE_County_7,,3549.0
202112,December 2021,202112,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1657.0
202112,December 2021,202112,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1457.0
202112,December 2021,202112,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2841.0
202112,December 2021,202112,,BjC1xL40gHo,Kakamega County,KE_County_37,,2732.0
202112,December 2021,202112,,ihZsJ8alvtb,Kericho County,KE_County_35,,2603.0
202112,December 2021,202112,,qKzosKQPl6G,Kiambu County,KE_County_22,,5168.0
202112,December 2021,202112,,nrI2khZx3d0,Kilifi County,KE_County_3,,7170.0
202112,December 2021,202112,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1567.0
202112,December 2021,202112,,sPkRcDvhGWA,Kisii County,KE_County_45,,2471.0
202112,December 2021,202112,,tAbBVBbueqD,Kisumu County,KE_County_42,,3494.0
202112,December 2021,202112,,j8o6iO4Njsi,Kitui County,KE_County_15,,2214.0
202112,December 2021,202112,,N7YETT3A9r1,Kwale County,KE_County_2,,3611.0
202112,December 2021,202112,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1554.0
202112,December 2021,202112,,NjWSbQTwys4,Lamu County,KE_County_5,,876.0
202112,December 2021,202112,,yhCUgGcCcOo,Machakos County,KE_County_16,,3286.0
202112,December 2021,202112,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1995.0
202112,December 2021,202112,,R6f9znhg37c,Mandera County,KE_County_9,,5944.0
202112,December 2021,202112,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1734.0
202112,December 2021,202112,,Y52XNJ50hYb,Meru County,KE_County_12,,2053.0
202112,December 2021,202112,,fVra3Pwta0Q,Migori County,KE_County_44,,2500.0
202112,December 2021,202112,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3360.0
202112,December 2021,202112,,ahwTMNAJvrL,Muranga County,KE_County_21,,1942.0
202112,December 2021,202112,,jkG3zaihdSs,Nairobi County,KE_County_47,,8774.0
202112,December 2021,202112,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6446.0
202112,December 2021,202112,,t0J75eHKxz5,Nandi County,KE_County_29,,1478.0
202112,December 2021,202112,,kqJ83J2D72s,Narok County,KE_County_33,,2429.0
202112,December 2021,202112,,uepLTG8wGWJ,Nyamira County,KE_County_46,,841.0
202112,December 2021,202112,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1018.0
202112,December 2021,202112,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1493.0
202112,December 2021,202112,,o36zCRjSd4G,Samburu County,KE_County_25,,1823.0
202112,December 2021,202112,,u4t9H8XyU9P,Siaya County,KE_County_41,,1483.0
202112,December 2021,202112,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,708.0
202112,December 2021,202112,,JsH2bnvNt2d,Tana River County,KE_County_4,,1902.0
202112,December 2021,202112,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1091.0
202112,December 2021,202112,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1279.0
202112,December 2021,202112,,kphDeKClFch,Turkana County,KE_County_23,,4428.0
202112,December 2021,202112,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4044.0
202112,December 2021,202112,,sANMZ3lpqGs,Vihiga County,KE_County_38,,749.0
202112,December 2021,202112,,CeLsrJOH0g9,Wajir County,KE_County_8,,3922.0
202112,December 2021,202112,,XWALbfAPa6n,West Pokot County,KE_County_24,,2477.0
202001,January 2020,202001,,vvOK1BxTbet,Baringo County,KE_County_30,,2274.0
202001,January 2020,202001,,HMNARUV2CW4,Bomet County,KE_County_36,,2835.0
202001,January 2020,202001,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2466.0
202001,January 2020,202001,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2737.0
202001,January 2020,202001,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1886.0
202001,January 2020,202001,,PFu8alU2KWG,Embu County,KE_County_14,,1221.0
202001,January 2020,202001,,uyOrcHZBpW0,Garissa County,KE_County_7,,1614.0
202001,January 2020,202001,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2269.0
202001,January 2020,202001,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1178.0
202001,January 2020,202001,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,7464.0
202001,January 2020,202001,,BjC1xL40gHo,Kakamega County,KE_County_37,,4180.0
202001,January 2020,202001,,ihZsJ8alvtb,Kericho County,KE_County_35,,2725.0
202001,January 2020,202001,,qKzosKQPl6G,Kiambu County,KE_County_22,,6523.0
202001,January 2020,202001,,nrI2khZx3d0,Kilifi County,KE_County_3,,4179.0
202001,January 2020,202001,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,3042.0
202001,January 2020,202001,,sPkRcDvhGWA,Kisii County,KE_County_45,,1954.0
202001,January 2020,202001,,tAbBVBbueqD,Kisumu County,KE_County_42,,2764.0
202001,January 2020,202001,,j8o6iO4Njsi,Kitui County,KE_County_15,,3464.0
202001,January 2020,202001,,N7YETT3A9r1,Kwale County,KE_County_2,,2469.0
202001,January 2020,202001,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1969.0
202001,January 2020,202001,,NjWSbQTwys4,Lamu County,KE_County_5,,548.0
202001,January 2020,202001,,yhCUgGcCcOo,Machakos County,KE_County_16,,6004.0
202001,January 2020,202001,,BoDytkJQ4Qi,Makueni County,KE_County_17,,3353.0
202001,January 2020,202001,,R6f9znhg37c,Mandera County,KE_County_9,,5076.0
202001,January 2020,202001,,Eey8fT4Im3y,Marsabit County,KE_County_10,,2019.0
202001,January 2020,202001,,Y52XNJ50hYb,Meru County,KE_County_12,,3731.0
202001,January 2020,202001,,fVra3Pwta0Q,Migori County,KE_County_44,,2061.0
202001,January 2020,202001,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2465.0
202001,January 2020,202001,,ahwTMNAJvrL,Muranga County,KE_County_21,,2312.0
202001,January 2020,202001,,jkG3zaihdSs,Nairobi County,KE_County_47,,12630.0
